xpos	ypos	fdur	subj	trial	fixation
15.41	16.27	337	1	36	1
11.49	17.805	434	1	36	2
14.125	18.055	356	1	36	3
9.88	10.03	433	1	36	4
15.905	18.465	324	1	36	5
24.66	13.905	344	1	36	6
27.9	12.82	550	1	36	7
23.845	12.34	251	1	36	8
15.98	10.28	341	1	36	9
7.095	5.325	449	1	36	10
7.4	6.93	177	1	36	11
8.555	16.175	371	1	36	12
9.68	18.715	453	1	36	13
11.465	19.975	280	1	36	14
18.365	22.745	303	1	36	15
21.585	23.18	360	1	36	16
26.365	16.33	288	1	36	17
29.18	18.635	204	1	36	18
28.7	22.09	253	1	36	19
18.275	25.09	215	1	36	20
12.55	24.23	228	1	36	21
10.62	22.965	211	1	36	22
7.245	18.675	891	1	36	23
7.675	18.355	253	1	36	24
5.11	8.425	280	1	36	25
7.08	8.2	217	1	36	26
8.97	8.97	191	1	36	27
13.26	10.87	129	1	36	28
13.845	16.37	329	2	7	1
19.855	13.81	418	2	7	2
18.215	15.495	433	2	7	3
22.095	14.3	529	2	7	4
16.215	13.425	184	2	7	5
12.085	12.06	249	2	7	6
6.765	8.52	642	2	7	7
10.19	8.43	467	2	7	8
18.935	11.335	203	2	7	9
22.06	13.415	227	2	7	10
20.125	16.26	288	2	7	11
17.8	16.015	285	2	7	12
17.07	15.84	649	2	7	13
15.1	17.765	1289	2	7	14
13.445	19.095	321	2	7	15
22.05	18.92	170	2	7	16
27.475	18	573	2	7	17
28.655	13.1	487	2	7	18
27.85	8.6	273	2	7	19
24.225	11.55	1206	2	7	20
22.79	13.27	227	2	7	21
16.91	17.465	1	2	7	22
16.105	8.74	203	3	22	1
15.55	11.665	135	3	22	2
13.01	16.665	157	3	22	3
22.355	13.12	454	3	22	4
22.53	11.33	153	3	22	5
12.205	13.665	198	3	22	6
10.59	16.87	261	3	22	7
16.04	12.91	201	3	22	8
20.64	10.805	169	3	22	9
23.7	11.555	214	3	22	10
18.61	19.665	180	3	22	11
9.73	18.1	242	3	22	12
7.715	8.61	207	3	22	13
17.385	9.245	197	3	22	14
20.86	10.055	240	3	22	15
16.595	15.065	245	3	22	16
13.25	14.16	287	3	22	17
16.07	16.025	241	3	22	18
13.94	17.35	292	3	22	19
12.935	13.405	288	3	22	20
19.07	11.525	176	3	22	21
12.985	13.575	201	3	22	22
9.94	11.755	179	3	22	23
11.995	10.56	164	3	22	24
8.83	5.345	169	3	22	25
10.46	2.36	178	3	22	26
5.785	4.78	132	3	22	27
6.465	15.955	364	3	22	28
6.745	18.395	179	3	22	29
16.255	19.925	282	3	22	30
19.355	16.625	257	3	22	31
22.3	13.24	231	3	22	32
26.685	14.405	315	3	22	33
17.46	10.705	195	3	22	34
27.84	6.875	225	3	22	35
15.34	11.72	167	3	22	36
10.83	8.885	183	3	22	37
9.78	12.57	249	3	22	38
14.07	7.43	269	3	22	39
16.785	6.13	113	3	22	40
25.315	15.795	238	4	2	1
20.05	13.725	184	4	2	2
15.96	15.525	434	4	2	3
13.905	16.395	357	4	2	4
