xpos	ypos	fdur	subj	trial	fixation
14.285	16.89	233	1	41	1
8.11	11.22	379	1	41	2
17.5	11.63	370	1	41	3
19.36	13.45	235	1	41	4
21	7.72	307	1	41	5
25	11.035	300	1	41	6
26.385	8.31	186	1	41	7
8.665	8.685	349	1	41	8
7.445	11.43	342	1	41	9
8	8.545	225	1	41	10
11.24	4.82	397	1	41	11
22.54	5.55	196	1	41	12
20.555	10.265	356	1	41	13
20.385	15.725	200	1	41	14
23.655	20.36	479	1	41	15
18.89	21	355	1	41	16
24.29	23.715	606	1	41	17
21.77	20.38	243	1	41	18
25.84	15.85	441	1	41	19
7.795	12.575	325	1	41	20
6.825	12.93	578	1	41	21
7.565	13.82	255	1	41	22
8.56	18.02	276	1	41	23
10.165	19.99	327	1	41	24
4.315	13.515	303	1	41	25
20.265	7.96	342	1	41	26
23.59	12.635	190	1	41	27
7.635	9.745	309	1	41	28
10.37	20.955	273	2	28	1
11.29	13.225	271	2	28	2
10.15	9.145	152	2	28	3
19.19	7.375	302	2	28	4
23.45	9.05	288	2	28	5
14.42	9.7	477	2	28	6
13.68	7.515	826	2	28	7
8.045	9.36	407	2	28	8
8.325	13.57	208	2	28	9
9.335	18.655	405	2	28	10
14.915	18.76	239	2	28	11
18.635	18.115	356	2	28	12
25.445	16.295	276	2	28	13
17.395	10.19	274	2	28	14
13.6	8.18	826	2	28	15
8.385	9.475	233	2	28	16
14.2	6.91	276	2	28	17
21.81	7.67	296	2	28	18
26.195	9.305	2700	2	28	19
20.275	9.47	333	2	28	20
17.395	7.17	194	3	9	1
11.995	8.785	152	3	9	2
10.63	11.51	187	3	9	3
8.18	12.745	180	3	9	4
14.14	15.515	186	3	9	5
19.265	11.495	127	3	9	6
19.945	20.9	221	3	9	7
23.83	17.155	201	3	9	8
18.415	12.415	179	3	9	9
17.03	16.16	269	3	9	10
14.35	12.94	275	3	9	11
16.545	11.285	149	3	9	12
12.075	13.85	184	3	9	13
6.65	11.825	220	3	9	14
13.765	11.975	209	3	9	15
17.11	11.935	235	3	9	16
10.85	12.215	238	3	9	17
7.17	9.14	202	3	9	18
14.475	9.46	183	3	9	19
8.3	8.92	164	3	9	20
9.385	13.4	193	3	9	21
11.275	18.325	210	3	9	22
17.665	18.845	207	3	9	23
22.75	15.62	151	3	9	24
22.525	18.995	155	3	9	25
7.49	9.71	246	3	9	26
14.795	14.425	272	3	9	27
14.775	17.625	228	3	9	28
19.81	17.455	207	3	9	29
16.88	16.72	268	3	9	30
17.135	14.02	130	3	9	31
7.06	9.4	242	3	9	32
6.985	10.87	194	3	9	33
5.965	18.34	156	3	9	34
4.13	22.305	153	3	9	35
14.73	18.685	196	3	9	36
15.635	14.57	266	3	9	37
17.22	11.84	167	3	9	38
25.075	7.355	184	3	9	39
15.335	9.925	322	3	9	40
14.67	11.35	167	3	9	41
7.16	10.75	315	3	9	42
12.045	9.575	185	3	9	43
6.375	9.81	15	3	9	44
21.725	16.525	133	4	5	1
13.565	14.115	134	4	5	2
7.39	10.315	299	4	5	3
16.135	8.835	307	4	5	4
18.72	10.62	143	4	5	5
24.385	16.305	280	4	5	6
17.985	10.295	232	4	5	7
24.46	14.975	298	4	5	8
19.25	11.805	239	4	5	9
12.54	11.27	271	4	5	10
17.12	7.005	216	4	5	11
14.65	6.925	254	4	5	12
24.68	6.775	448	4	5	13
28.415	6.845	210	4	5	14
25.735	5.14	173	4	5	15
8.11	6.325	307	4	5	16
7.4	9.44	245	4	5	17
12.02	15.08	192	4	5	18
10.825	19.12	127	4	5	19
23.605	19.175	238	4	5	20
26.205	12.555	305	4	5	21
27.42	6.31	237	4	5	22
30.405	6.075	380	4	5	23
22.125	6.895	172	4	5	24
26.09	6.93	199	4	5	25
18.34	6.2	362	4	5	26
12.92	7.08	279	4	5	27
13.91	7.05	608	4	5	28
18.985	6.64	266	4	5	29
20.15	9.315	132	4	5	30
23.935	8.04	413	4	5	31
28.115	7.075	259	4	5	32
26.62	17.22	230	4	5	33
15.265	6.725	0	5	24	1
14.435	9.505	237	5	24	2
6.49	7.365	266	5	24	3
8.485	8.11	307	5	24	4
7.32	10.52	369	5	24	5
17.21	6.645	390	5	24	6
14.135	7.14	201	5	24	7
6.23	9.28	266	5	24	8
6.515	11.445	180	5	24	9
21.105	21.485	259	5	24	10
26.785	22.87	306	5	24	11
23.39	11.015	335	5	24	12
23.835	21.145	205	5	24	13
29.37	23.485	283	5	24	14
26.39	23.615	285	5	24	15
21.325	22.57	247	5	24	16
8.305	16.46	409	5	24	17
6.885	8.505	2060	5	24	18
8.345	8.645	1001	5	24	19
12.315	8.79	645	5	24	20
19.19	7.395	1208	5	24	21
27.565	10.18	149	6	11	1
13.585	10.01	227	6	11	2
10.25	11.68	313	6	11	3
21.635	21.41	325	6	11	4
22.05	23.53	204	6	11	5
6.51	11.195	453	6	11	6
8.53	12.305	227	6	11	7
17.835	9.325	317	6	11	8
17.36	12.27	190	6	11	9
7.15	10.89	544	6	11	10
10.475	14.21	244	6	11	11
19.47	20.075	297	6	11	12
25.625	11.825	491	6	11	13
21.365	8.01	350	6	11	14
20.365	5.68	408	6	11	15
8.405	7.75	316	6	11	16
6.98	11.725	371	6	11	17
9.685	9.205	869	6	11	18
22.31	20.93	200	6	11	19
27.365	23.13	476	6	11	20
8.4	18.27	508	6	11	21
