xpos	ypos	fdur	subj	trial	fixation
12.59	14.005	250	1	26	1
15.925	15.33	299	1	26	2
14.815	18.215	566	1	26	3
16.005	15.965	380	1	26	4
15.735	13.43	348	1	26	5
12.585	20.565	310	1	26	6
11.38	20.41	215	1	26	7
12.405	8.8	493	1	26	8
14.46	10.44	460	1	26	9
17.575	10.635	454	1	26	10
15.135	20.065	239	1	26	11
15.485	21.825	440	1	26	12
17.885	22.74	203	1	26	13
28.515	22.395	540	1	26	14
27.535	23.18	257	1	26	15
9.18	17.67	386	1	26	16
7.405	13.685	373	1	26	17
19.375	12.87	403	1	26	18
20.59	13.27	366	1	26	19
21.57	12.445	510	1	26	20
22.71	9.035	320	1	26	21
10.475	11.56	345	1	26	22
10.8	18.565	277	1	26	23
16.8	20.7	783	1	26	24
18.975	23.54	198	2	1	1
15.705	19.515	207	2	1	2
13.01	15.92	490	2	1	3
10.265	18.71	373	2	1	4
8.95	19.84	254	2	1	5
9.35	20.88	383	2	1	6
12.28	22.1	299	2	1	7
19.425	22.525	417	2	1	8
20.93	22.21	390	2	1	9
19.74	16.505	210	2	1	10
16.03	11.555	361	2	1	11
13.83	8.315	335	2	1	12
10.135	5.95	256	2	1	13
8.265	4.575	466	2	1	14
5.82	4.365	239	2	1	15
12.59	4.25	211	2	1	16
14.745	8.725	238	2	1	17
27.585	7.16	398	2	1	18
24.1	12.285	210	2	1	19
19.99	17.1	391	2	1	20
19.105	18.54	225	2	1	21
16.475	21.64	523	2	1	22
13.605	21.74	334	2	1	23
23.985	22.63	294	2	1	24
28.645	22.025	635	2	1	25
26.145	19.16	314	2	1	26
17.48	15.585	222	2	1	27
15.005	14.565	300	2	1	28
15.78	13.555	0	3	35	1
14.42	11.345	331	3	35	2
12.115	13.625	266	3	35	3
10.345	14.235	182	3	35	4
10.09	9.57	292	3	35	5
13.845	10.08	143	3	35	6
13.775	18.835	323	3	35	7
15.48	14.965	285	3	35	8
17.965	14.28	208	3	35	9
17.975	16.23	193	3	35	10
8.695	7.135	188	3	35	11
7.59	2.35	174	3	35	12
12.18	2.65	203	3	35	13
14.795	9.43	345	3	35	14
12.58	6.82	147	3	35	15
9.37	16.81	157	3	35	16
6.375	18.195	221	3	35	17
5.725	19.635	176	3	35	18
