xpos	ypos	fdur	subj	trial	fixation
13.805	17.87	234	1	9	1
9.665	12.79	364	1	9	2
5.39	14.51	398	1	9	3
20.29	13.81	248	1	9	4
29.915	13.155	212	1	9	5
28.105	22.79	217	1	9	6
16.2	22.405	226	1	9	7
6.655	20.695	292	1	9	8
5.46	14.39	260	1	9	9
17.375	14.83	410	1	9	10
19.35	9.65	334	1	9	11
20.19	13.15	245	1	9	12
21.88	13.28	174	1	9	13
20.805	8.195	386	1	9	14
30.075	9.525	447	1	9	15
16.21	13.2	289	1	9	16
9.465	13.29	147	1	9	17
7.285	7.24	280	1	9	18
6.1	13.355	479	1	9	19
10.535	8.45	499	1	9	20
14.945	19.725	279	1	9	21
17.045	21.11	207	1	9	22
9.165	23.615	191	1	9	23
3.49	22.255	215	1	9	24
24.17	20.54	400	1	9	25
25.165	22.295	259	1	9	26
29.595	23.525	293	1	9	27
32.035	18.345	175	1	9	28
30.055	10.645	340	1	9	29
21.12	7.815	179	1	9	30
15.29	3.975	147	1	9	31
10.31	8.19	146	2	10	1
10.985	12.275	307	2	10	2
15.52	14.515	341	2	10	3
14.745	16.345	196	2	10	4
10.95	14.785	291	2	10	5
4.595	14.755	255	2	10	6
15.265	14.375	206	2	10	7
20.985	14.885	511	2	10	8
17.575	17.5	388	2	10	9
11.395	14.545	660	2	10	10
16.565	15.755	579	2	10	11
19.065	17.77	228	2	10	12
22.72	14.39	239	2	10	13
27.405	15.25	535	2	10	14
20.57	15.14	290	2	10	15
11.3	14.78	350	2	10	16
7.625	12.865	311	2	10	17
5.555	13.495	575	2	10	18
11.12	16.275	296	2	10	19
14.92	18.12	307	2	10	20
19.18	17.94	376	2	10	21
11.2	13.975	448	2	10	22
17.31	15.325	437	2	10	23
21.43	14.83	694	2	10	24
18.71	15.875	292	2	10	25
14.79	12.945	227	3	34	1
8.96	12.785	176	3	34	2
6.685	8.56	146	3	34	3
18.715	9.885	176	3	34	4
19.03	13.215	269	3	34	5
21.305	12.01	261	3	34	6
27.785	10.81	223	3	34	7
26.69	14.45	155	3	34	8
11.09	13.775	179	3	34	9
8.445	13.54	247	3	34	10
17.215	13.78	212	3	34	11
11.815	14.19	215	3	34	12
16.225	13.475	225	3	34	13
18.43	12.595	254	3	34	14
17.27	14.575	373	3	34	15
14.535	18.21	247	3	34	16
13.095	19.95	257	3	34	17
10.425	14.685	261	3	34	18
8.6	13.51	159	3	34	19
17.7	14.35	337	3	34	20
12.28	11.47	213	3	34	21
6.105	8.57	201	3	34	22
16.04	12.75	302	3	34	23
18.51	9.945	232	3	34	24
9.165	11.73	208	3	34	25
6.7	10.44	264	3	34	26
7.815	8.405	132	3	34	27
20.25	8.61	486	3	34	28
24.43	6.205	191	3	34	29
27.26	5.61	135	3	34	30
27.53	11.65	272	3	34	31
20.23	11.005	273	3	34	32
11.815	10.58	176	3	34	33
8.08	13.475	158	3	34	34
