xpos	ypos	fdur	subj	trial	fixation
12.905	15.53	263	1	10	1
10.06	17.29	223	1	10	2
8.435	19.4	365	1	10	3
19.65	14.975	242	1	10	4
15.96	17.425	398	1	10	5
5.555	14.235	811	1	10	6
10.68	10.12	298	1	10	7
4.82	14.36	204	1	10	8
5.605	14.05	731	1	10	9
12.14	17.315	368	1	10	10
16.16	17.27	312	1	10	11
10.23	19.665	304	1	10	12
7.5	20.025	448	1	10	13
11.93	19.09	366	1	10	14
22.745	18.155	502	1	10	15
29.595	18.395	419	1	10	16
14.505	18.02	143	1	10	17
16.485	17.42	413	1	10	18
9.68	18.165	168	1	10	19
11.635	17.765	384	1	10	20
7.615	19.065	461	1	10	21
3.66	16.585	220	1	10	22
4.995	16.785	131	1	10	23
6.155	14.17	209	1	10	24
22.965	13.29	586	1	10	25
29.51	11.105	250	1	10	26
10.21	14.465	0	2	11	1
12.005	14.52	235	2	11	2
16.025	16.78	343	2	11	3
15.355	16.965	310	2	11	4
11.4	17.965	313	2	11	5
7.625	19.845	656	2	11	6
10.855	19.855	174	2	11	7
12.07	19.335	281	2	11	8
11.405	17.98	630	2	11	9
16.295	17.115	379	2	11	10
15.595	16.45	175	2	11	11
5.125	14.075	1856	2	11	12
16.19	17.225	1036	2	11	13
14.98	16.74	939	2	11	14
20.77	15.195	268	2	11	15
21.64	15.125	456	2	11	16
15.495	16.79	247	2	11	17
14.825	16.49	224	2	11	18
11.225	17.24	609	2	11	19
7.905	19.79	375	2	11	20
13.31	8.955	198	3	41	1
13.155	11.625	125	3	41	2
11.165	16.455	274	3	41	3
5.72	14.22	213	3	41	4
16.87	13.48	227	3	41	5
20.035	12.47	163	3	41	6
15.21	16.925	176	3	41	7
16.23	17	153	3	41	8
15.245	16.58	357	3	41	9
10.62	11.85	238	3	41	10
16.445	11.375	173	3	41	11
11.21	11.06	238	3	41	12
10.32	11.125	198	3	41	13
11.555	15.745	224	3	41	14
15.49	15.025	113	3	41	15
20.34	10.01	170	3	41	16
17.88	6.03	258	3	41	17
22.12	10.005	204	3	41	18
21.945	11.655	166	3	41	19
10.545	11.455	162	3	41	20
5.4	13.61	480	3	41	21
6.1	11.21	218	3	41	22
8.92	16.61	183	3	41	23
11.435	17.395	253	3	41	24
7.5	18.08	423	3	41	25
4.445	17.36	226	3	41	26
15.05	16.77	206	3	41	27
15.25	16.365	366	3	41	28
9.855	10.6	263	3	41	29
18.61	11.385	188	3	41	30
13.215	15.405	216	3	41	31
15.455	13.5	206	3	41	32
16.51	11.085	227	3	41	33
16.185	14.145	233	3	41	34
15.935	16.27	205	3	41	35
8.39	15.545	180	3	41	36
6.46	18.815	203	3	41	37
7.875	19.01	358	3	41	38
11.23	18.765	213	3	41	39
6.11	18.165	144	3	41	40
14.49	16.265	629	4	46	1
10.445	18.69	219	4	46	2
11.915	17.69	545	4	46	3
7.9	19.815	302	4	46	4
10.3	19.825	262	4	46	5
15.95	16.595	542	4	46	6
16.565	17.135	131	4	46	7
17.19	16.855	392	4	46	8
15.835	16.355	682	4	46	9
20.23	15.08	276	4	46	10
21.47	14.765	173	4	46	11
28.56	17.375	108	4	46	12
29.465	17.945	298	4	46	13
21.62	14.74	391	4	46	14
22.98	12.82	312	4	46	15
23.54	12.935	285	4	46	16
25.43	10.965	275	4	46	17
16.685	11.16	276	4	46	18
14.985	11.29	427	4	46	19
15.655	11.54	106	4	46	20
6.155	13.05	171	4	46	21
5.75	13.785	152	4	46	22
26.67	11.26	195	4	46	23
29.435	10.555	241	4	46	24
25.865	11.175	511	4	46	25
20.885	10.97	206	4	46	26
12.775	11.31	193	4	46	27
17.06	11.465	261	4	46	28
11.87	14.215	230	4	46	29
7.385	15.855	137	4	46	30
8.645	3.895	192	5	44	1
11.435	12.53	168	5	44	2
10.545	18.505	385	5	44	3
12.24	17.6	167	5	44	4
16.18	16.62	346	5	44	5
11.165	17.87	466	5	44	6
26.03	13.51	284	5	44	7
10.04	9.565	496	5	44	8
23.115	11.715	134	5	44	9
28.135	14.125	631	5	44	10
30.08	17.88	331	5	44	11
28.25	13.335	140	5	44	12
12.79	17.345	169	5	44	13
16.205	17.185	855	5	44	14
9.86	16.74	226	5	44	15
7.405	19.29	658	5	44	16
4.45	12.92	208	5	44	17
5.82	13.38	261	5	44	18
11.045	9.255	372	5	44	19
22.885	11.22	139	5	44	20
27.475	13.49	284	5	44	21
29.585	17.52	364	5	44	22
28.31	14.01	365	5	44	23
27.115	11.975	381	5	44	24
19.985	15.42	200	5	44	25
15.9	17.18	322	5	44	26
13.09	17.345	157	5	44	27
10.46	19.675	328	5	44	28
6.09	14.625	182	5	44	29
5.48	13.355	46	5	44	30
15.98	9.97	0	6	14	1
16.365	13.815	258	6	14	2
14.33	16.345	313	6	14	3
16.35	16.625	371	6	14	4
15.37	16.49	326	6	14	5
5.97	13.675	308	6	14	6
10.535	18.985	479	6	14	7
16.765	17.085	553	6	14	8
22.46	17.615	211	6	14	9
29.835	18.43	1659	6	14	10
28.69	13.16	288	6	14	11
28.9	11.655	203	6	14	12
22.535	13.365	229	6	14	13
21.3	14.245	210	6	14	14
23.89	13.785	406	6	14	15
29.74	11.815	210	6	14	16
20.29	9.86	321	6	14	17
10.2	8.615	295	6	14	18
8.26	7.805	363	6	14	19
8.21	10.395	312	6	14	20
20.575	8.825	252	6	14	21
25.38	7.395	260	6	14	22
24.1	18.595	266	6	14	23
21.9	18.41	611	6	14	24
24.06	18.385	264	6	14	25
15.77	17.37	165	6	14	26
16.87	17.385	180	6	14	27
16.42	20.32	123	7	45	1
13.58	16.62	373	7	45	2
4.925	14.19	370	7	45	3
7.04	11.31	226	7	45	4
17.265	15.64	160	7	45	5
25.85	13.725	308	7	45	6
28.955	17.845	178	7	45	7
20.295	16.41	204	7	45	8
11.73	18.765	148	7	45	9
5.475	20.055	292	7	45	10
2.885	18.73	179	7	45	11
6.82	20.29	464	7	45	12
9.705	20.165	301	7	45	13
11.39	19.35	452	7	45	14
15.84	17.04	1130	7	45	15
4.28	13.4	495	7	45	16
19.965	15.55	462	7	45	17
19.02	16.455	256	7	45	18
28.035	13.28	263	7	45	19
30.12	18.975	417	7	45	20
22.01	19.855	384	7	45	21
20.73	19.66	401	7	45	22
23.055	19.15	797	7	45	23
8.275	7.89	455	7	45	24
4.485	20.75	448	7	45	25
11.355	9.445	0	8	4	1
12.315	9.99	176	8	4	2
14.04	14.41	200	8	4	3
15.665	16.7	177	8	4	4
16.39	17.085	138	8	4	5
14.67	16.715	310	8	4	6
6.86	15.83	192	8	4	7
5.045	13.585	455	8	4	8
7.92	17.57	249	8	4	9
10.485	18.295	580	8	4	10
11.57	18.265	239	8	4	11
23.31	14.995	150	8	4	12
27.405	13.595	238	8	4	13
22.79	11.4	260	8	4	14
17.425	12.58	271	8	4	15
11.21	10.78	181	8	4	16
8.925	9.435	402	8	4	17
11.685	13.485	287	8	4	18
13.785	15.475	261	8	4	19
14.555	16.115	229	8	4	20
8.83	18.305	351	8	4	21
6.425	19.535	204	8	4	22
7.225	19.085	416	8	4	23
16.16	16.345	269	8	4	24
20.625	15.925	196	8	4	25
26.415	13.28	370	8	4	26
23.365	11.635	195	8	4	27
18.5	12.23	278	8	4	28
17.52	13.655	271	8	4	29
14.7	13.35	260	8	4	30
13.315	12.475	202	8	4	31
13.32	15.985	230	8	4	32
10.25	17.69	235	8	4	33
11.12	18.08	621	8	4	34
16.47	15.61	154	8	4	35
13.24	16.33	147	9	22	1
10.695	16.885	228	9	22	2
16.25	16.315	231	9	22	3
16.02	17.24	678	9	22	4
9.55	18.605	283	9	22	5
7.675	19.36	664	9	22	6
11.645	19.545	633	9	22	7
9.285	19.47	300	9	22	8
23.87	13.79	439	9	22	9
28.965	12.165	309	9	22	10
29.645	18.34	1212	9	22	11
14.14	10.79	315	9	22	12
8.79	10.12	396	9	22	13
11.06	10.07	168	9	22	14
5.605	13.895	463	9	22	15
4.6	17.32	865	9	22	16
23.355	12.78	521	9	22	17
22.62	12.73	166	9	22	18
18.83	13.23	123	9	22	19
28.805	12.505	477	9	22	20
26.245	5.67	332	9	22	21
22.25	7.005	139	9	22	22
28.565	13.46	262	9	22	23
20.035	13.99	82	9	22	24
18.995	7.755	202	10	16	1
15.915	13.695	197	10	16	2
9.215	16.51	232	10	16	3
11.685	17.94	300	10	16	4
15.14	16.675	326	10	16	5
17.365	13.125	263	10	16	6
19.99	15.135	361	10	16	7
27.59	13.875	356	10	16	8
25.195	18.385	199	10	16	9
29.96	18.705	289	10	16	10
21.005	18.665	257	10	16	11
8.56	19.05	240	10	16	12
25.315	17.97	185	10	16	13
29.83	18.59	912	10	16	14
20.53	18.485	517	10	16	15
9.755	18.455	366	10	16	16
6.855	19.22	343	10	16	17
4.035	16.555	156	10	16	18
3.74	12.785	172	10	16	19
5.295	13.645	227	10	16	20
7.95	10.115	283	10	16	21
13.33	10.16	199	10	16	22
24.17	12.88	229	10	16	23
28.38	11.595	282	10	16	24
24.83	13.83	401	10	16	25
29.14	11.895	532	10	16	26
31.255	8.865	185	10	16	27
22.37	9.315	211	10	16	29
17.07	15.49	190	10	16	30
8.58	18.44	189	10	16	31
7.355	19.34	245	10	16	32
11.6	16.03	372	11	19	1
13.64	17.525	183	11	19	2
15.655	17.385	176	11	19	3
16.445	17.485	177	11	19	4
10.06	18.865	180	11	19	5
11.735	17.925	577	11	19	6
7.41	20.15	319	11	19	7
5.405	14.045	862	11	19	8
14.92	14.73	247	11	19	9
22.57	13.61	359	11	19	10
26.565	12.47	256	11	19	11
29.24	17.235	155	11	19	12
29.98	18.665	379	11	19	13
23.055	19.28	475	11	19	14
20.99	19.635	276	11	19	15
23.72	19.225	268	11	19	16
25.24	19.355	359	11	19	17
29.78	19.07	383	11	19	18
30.26	19.11	692	11	19	19
27.29	8.465	288	11	19	20
20.375	9.645	195	11	19	21
13.755	8.405	186	11	19	22
10.915	9.93	233	11	19	23
6.76	10.475	219	11	19	24
5.3	14.49	536	11	19	25
5.115	18.445	193	11	19	26
6.94	21.21	354	11	19	27
7.655	20.49	476	11	19	28
15.105	9.51	156	12	27	1
15.26	15.805	209	12	27	2
9.685	17.955	204	12	27	3
14.475	17.735	198	12	27	4
16.03	17.57	368	12	27	5
9.835	18.305	181	12	27	6
10.945	18.365	162	12	27	7
6.365	19.355	214	12	27	8
7.365	19.77	180	12	27	9
9.335	20.1	549	12	27	10
11.995	18.895	272	12	27	11
14.27	18.18	330	12	27	12
18.82	15.86	302	12	27	13
20.955	15.795	187	12	27	14
28.22	17.28	164	12	27	15
28.88	18.445	574	12	27	16
27.8	13.555	323	12	27	17
23.44	10.74	227	12	27	18
14.85	5.315	188	12	27	19
8.045	4.195	304	12	27	20
18.01	6.345	132	12	27	21
26.29	12.675	366	12	27	22
25.08	18.07	202	12	27	23
22.29	20.51	176	12	27	24
19.375	18.9	299	12	27	25
19.15	17.015	144	12	27	26
15.855	17.365	507	12	27	27
26.815	14.06	352	12	27	28
14.99	11.265	180	12	27	29
7.415	11.565	399	12	27	30
5.31	13.66	666	12	27	31
21.67	13.835	212	12	27	32
5.76	14.58	178	12	27	33
10.065	18.345	47	12	27	34
13.465	14.31	246	13	45	1
13.24	16.69	291	13	45	2
15.125	16.525	697	13	45	3
11.965	17.515	453	13	45	4
8.57	12.2	221	13	45	5
5.63	13.835	1043	13	45	6
11.385	17.96	492	13	45	7
15.015	16.725	719	13	45	8
16.775	17.27	706	13	45	9
15.245	16.365	808	13	45	10
7.32	19.95	849	13	45	11
10.065	19.93	288	13	45	12
18.455	15.76	267	13	45	13
20.82	14.27	580	13	45	14
21.315	18.615	287	13	45	15
29.96	18.56	608	13	45	16
29.365	12.705	395	13	45	17
24.91	12.21	313	13	45	18
21.11	12.93	401	13	45	19
11.58	17.48	388	14	33	1
10.325	19.09	129	14	33	2
7.745	20.535	1307	14	33	3
5.89	14.695	428	14	33	4
18.795	15.6	279	14	33	5
16.66	16.47	151	14	33	6
23.81	13.395	467	14	33	7
29.29	12.55	282	14	33	8
23.11	13.435	389	14	33	9
28.645	13.15	127	14	33	10
30.105	18.44	376	14	33	11
15.415	17.485	169	14	33	12
16.665	17.385	201	14	33	13
15.675	16.6	501	14	33	14
21.015	19.01	350	14	33	15
27.945	11.35	386	14	33	16
19.7	4.435	240	14	33	17
8.12	5.255	170	14	33	18
7.165	12.485	194	14	33	19
5.705	13.765	366	14	33	20
4.565	17.235	344	14	33	21
7.33	20.075	578	14	33	22
10.2	20.185	263	14	33	23
12.29	19.07	183	14	33	24
16.185	16.585	649	14	33	25
20.625	14.565	243	14	33	26
23.715	13.275	228	14	33	27
19.06	19.665	155	15	16	1
15.795	17.325	1020	15	16	2
7.22	19.73	412	15	16	3
9.85	20.285	195	15	16	4
5.425	13.975	659	15	16	5
9.32	10.325	295	15	16	6
13.475	10.33	264	15	16	7
27.875	12.62	375	15	16	8
23.375	12.415	194	15	16	9
29.45	18.77	1003	15	16	10
21.805	19.13	260	15	16	11
23.385	18.675	217	15	16	12
28.65	5.775	308	15	16	13
9.06	12.595	313	15	16	14
8.145	10.235	282	15	16	15
14.095	10.14	247	15	16	16
6.245	9.925	357	15	16	17
8.32	10.03	285	15	16	18
5.28	14.04	433	15	16	19
11.53	18.245	348	15	16	20
16.645	17.55	297	15	16	21
10.825	19.83	423	15	16	22
7.01	20.305	235	15	16	23
11.68	19.27	706	15	16	24
11.015	16.435	317	16	28	1
12.31	17.555	195	16	28	2
11.27	18.465	549	16	28	3
25.045	13.895	208	16	28	4
28.25	12.275	360	16	28	5
29.9	19.06	856	16	28	6
21.21	18.815	129	16	28	7
10.44	8.345	189	16	28	8
9.74	10.27	356	16	28	9
5.27	14.255	501	16	28	10
4.635	17.985	535	16	28	11
8.15	19.12	378	16	28	12
11.62	18.775	796	16	28	13
14.89	16.505	226	16	28	14
15.69	16.405	205	16	28	15
20.045	14.775	210	16	28	16
22.94	13.49	299	16	28	17
26.085	6.515	267	16	28	18
22.925	12.22	233	16	28	19
21.655	14.205	213	16	28	20
7.53	16.245	214	16	28	21
4.83	13.965	455	16	28	22
4.035	17.605	475	16	28	23
7.365	18.895	216	16	28	24
7.885	19.655	329	16	28	25
7.345	20.435	273	16	28	26
12.535	18.645	142	16	28	27
24.825	14.325	1	16	28	28
17.425	7.94	219	17	28	1
13.6	16.885	417	17	28	2
17.505	15.97	199	17	28	3
16.015	15.91	436	17	28	4
8.39	19.825	289	17	28	5
7.76	19.585	199	17	28	6
14.395	17.495	242	17	28	7
16.495	16.9	1335	17	28	8
11.28	17.56	408	17	28	9
5.155	13.9	292	17	28	10
9.235	9.61	177	17	28	11
26.485	13.57	330	17	28	12
29.57	16.105	281	17	28	13
21.115	18.575	150	17	28	14
8.255	19.005	371	17	28	15
6.215	19.965	338	17	28	16
14.505	18.07	350	17	28	17
