xpos	ypos	fdur	subj	trial	fixation
13.355	14.595	247	1	4	1
11.84	15.94	326	1	4	2
15.435	16.865	297	1	4	3
15.905	10.35	496	1	4	4
11.535	7.64	279	1	4	5
12.345	8.985	648	1	4	6
14.74	10.365	451	1	4	7
22.835	8.775	343	1	4	8
24.605	15.245	255	1	4	9
23.275	19.15	133	1	4	10
19.08	23.98	337	1	4	11
21.945	21.605	357	1	4	12
30.055	19.47	423	1	4	13
28.585	19.475	219	1	4	14
12.385	20.94	353	1	4	15
10.055	18.75	252	1	4	16
4.475	15.63	642	1	4	17
3.855	5.415	332	1	4	18
20.7	6.355	267	1	4	19
19.055	9.58	210	1	4	20
18.405	11.43	383	1	4	21
27.545	16.05	357	1	4	22
23.45	21.565	312	1	4	23
30.19	22.68	319	1	4	24
27.56	17.91	364	1	4	25
28.725	22.405	157	1	4	26
18.63	22.66	336	1	4	27
11.95	16.97	272	2	22	1
14.935	12.58	227	2	22	2
14.92	10.295	283	2	22	3
15.965	9.925	282	2	22	4
16.315	8.81	241	2	22	5
13.725	6.35	482	2	22	6
13.205	11.095	218	2	22	7
13.065	13.355	287	2	22	8
15.33	15.5	257	2	22	9
18.705	16.17	282	2	22	10
21.94	15.56	283	2	22	11
24.29	14.955	480	2	22	12
21.245	14.96	430	2	22	13
14.15	6.455	448	2	22	14
12.38	9.385	862	2	22	15
8.645	8.96	911	2	22	16
11.83	12.09	336	2	22	17
12.325	12.725	1771	2	22	18
13.975	11.93	340	2	22	19
15.57	9.605	741	2	22	20
15.235	16.87	58	2	22	21
15.335	9.075	209	3	52	1
12.26	6.85	221	3	52	2
12.805	5.1	150	3	52	3
14.19	11.28	214	3	52	4
13.995	14.335	272	3	52	5
15.44	12.915	273	3	52	6
7.82	13.015	265	3	52	7
5.775	4.84	274	3	52	8
10.045	4.815	156	3	52	9
14.945	4.285	192	3	52	10
14.825	9.625	231	3	52	11
13.37	12.57	251	3	52	12
18.545	11.105	158	3	52	13
15.41	4.03	291	3	52	14
17.675	4.6	123	3	52	15
18.835	13.46	132	3	52	16
16.975	21.78	303	3	52	17
16.3	18.73	161	3	52	18
7.89	12.23	260	3	52	19
7.01	10.455	203	3	52	20
6.21	6.47	243	3	52	21
11.875	8.255	291	3	52	22
14.295	9.06	209	3	52	23
15.92	8.73	127	3	52	24
13.18	12.435	273	3	52	25
22.28	14.45	187	3	52	26
26.66	9.405	259	3	52	27
24.06	12.685	161	3	52	28
13.87	13.245	231	3	52	29
11.15	11.91	155	3	52	30
9.15	7.995	126	3	52	31
8.08	6.365	27	3	52	32
6.52	5.225	323	3	52	33
9.115	10.205	142	3	52	34
12.185	12.38	242	3	52	35
17.935	11.125	118	3	52	36
21.13	11.78	101	3	52	37
20.605	13.365	18	3	52	38
11.15	19.32	477	3	52	39
10.04	19.115	151	3	52	40
11.64	16.74	240	3	52	41
12.55	15.99	180	3	52	42
13.89	13.595	232	3	52	43
12.885	12.81	136	3	52	44
12.54	20.95	168	4	20	1
15.24	14.975	201	4	20	2
15.795	10.83	288	4	20	3
22.24	8.13	251	4	20	4
14.77	4.475	218	4	20	5
13.42	6.455	212	4	20	6
6.59	8.655	247	4	20	7
7.92	9.03	223	4	20	8
9.115	6.63	306	4	20	9
9.965	6.825	164	4	20	10
5.17	5.255	316	4	20	11
8.115	18.315	165	4	20	12
15.415	18.33	266	4	20	13
24.5	8.505	271	4	20	14
23.42	7.5	519	4	20	15
23.025	3.9	253	4	20	16
28.855	3.435	314	4	20	17
27.165	11.61	191	4	20	18
