xpos	ypos	fdur	subj	trial	fixation
14.645	15.98	395	1	16	1
7.235	13.7	406	1	16	2
10.935	15.835	262	1	16	3
19.835	18.27	288	1	16	4
14.98	18.5	365	1	16	5
18.625	17.365	356	1	16	6
14.8	14.535	364	1	16	7
13.46	6.115	447	1	16	8
7.39	3.4	286	1	16	9
7.16	14.765	116	1	16	10
6.035	20.45	390	1	16	11
13.295	23.725	320	1	16	12
28.61	22.91	422	1	16	13
28.675	19.175	348	1	16	14
27.9	13.47	338	1	16	15
26.025	11.57	373	1	16	16
8.87	11.985	385	1	16	17
5.905	14.595	457	1	16	18
6.275	17.705	209	1	16	19
9.465	21.76	406	1	16	20
23.1	24.915	258	1	16	21
30.98	24	356	1	16	22
15.735	18.2	206	1	16	23
11.325	18.965	576	1	16	24
11.525	5.575	332	1	16	25
2.6	4.855	334	1	16	26
3.715	5.33	1	1	16	27
15.745	12.805	124	2	2	1
12.725	17.585	543	2	2	2
14.9	19.4	212	2	2	3
15.99	22.155	270	2	2	4
20.335	22.865	261	2	2	5
27.325	20.395	572	2	2	6
21.89	19.24	212	2	2	7
16.575	20.44	335	2	2	8
25.115	19.055	441	2	2	9
18.91	8.695	277	2	2	10
15.875	6.72	188	2	2	11
11.955	6.925	198	2	2	12
8.3	7.605	240	2	2	13
4.265	5.05	390	2	2	14
13.035	10.075	132	2	2	15
15.06	12.45	355	2	2	16
11.945	16.415	203	2	2	17
9.505	18.89	336	2	2	18
12.155	20.82	229	2	2	19
24.105	22.62	520	2	2	20
26.19	22.615	561	2	2	21
27.985	21.35	257	2	2	22
30.395	17.595	400	2	2	23
23.49	13.61	139	2	2	24
15.725	9.69	427	2	2	25
10.195	7.39	260	2	2	26
6.16	4.435	436	2	2	27
11.33	8.55	421	2	2	28
11.79	10.18	144	2	2	29
18.205	11.425	198	3	14	1
13.16	11.625	165	3	14	2
8.46	9.14	137	3	14	3
14.19	12.725	134	3	14	4
16.905	16.3	211	3	14	5
20.64	14.7	203	3	14	6
26.205	15.685	142	3	14	7
29.26	18.185	216	3	14	8
26.075	20.825	174	3	14	9
