xpos	ypos	fdur	subj	trial	fixation
10.955	10.375	143	1	8	1
10.135	13.165	206	1	8	2
11.28	14.82	277	1	8	3
15.61	18.115	291	1	8	4
21.925	5.445	1127	1	8	5
14.45	4.62	364	1	8	6
13.1	4.735	247	1	8	7
13.98	5.04	120	1	8	8
9.91	16.16	323	1	8	9
8.995	18.595	267	1	8	10
10.02	21.19	212	1	8	11
12.305	23.15	232	1	8	12
15.25	12.66	338	1	8	13
16.21	13.745	168	1	8	14
7.67	9.375	366	1	8	15
4.195	6.425	450	1	8	16
2.975	7.285	277	1	8	17
7.03	3.91	391	1	8	18
8.37	3.055	234	1	8	19
8.885	18.25	272	1	8	20
18.06	19.645	499	1	8	21
23.57	13.685	371	1	8	22
26.92	11.375	209	1	8	23
28.585	5.78	174	1	8	24
23.53	5.155	372	1	8	25
20.575	2.41	348	1	8	26
29.585	17.075	163	1	8	27
29.72	21.695	459	1	8	28
18.83	19.86	258	1	8	29
6.87	23.095	27	2	39	1
9.965	19.555	198	2	39	2
13.67	13.38	341	2	39	3
10.96	10.81	483	2	39	4
4.685	10.98	328	2	39	5
6.49	15.96	416	2	39	6
16.055	10.975	176	2	39	7
22.085	6.88	234	2	39	8
21.045	5.765	617	2	39	9
22.855	4.5	302	2	39	10
28.3	3.955	1300	2	39	11
26.27	10.87	407	2	39	12
28.85	17.01	155	2	39	13
29.47	21.645	518	2	39	14
23.095	3.9	520	2	39	15
20.86	4.34	748	2	39	16
22.585	3.545	813	2	39	17
24.785	3.88	359	2	39	18
28.105	3.15	845	2	39	19
26.36	7.655	209	2	39	20
12.68	6.175	223	2	39	21
10.34	7.315	173	2	39	22
7.105	4.81	129	3	6	1
13.035	13.1	233	3	6	2
13.505	16.62	140	3	6	3
12.375	22.995	238	3	6	4
19.02	20.145	184	3	6	5
22.735	12.71	91	3	6	6
14.805	22.975	188	3	6	7
13.54	24.375	198	3	6	8
12.935	24.31	168	3	6	9
10.85	19.755	137	3	6	10
7.65	6.25	210	3	6	11
17.55	5.31	136	3	6	12
22.37	4.665	229	3	6	13
21.14	5.315	445	3	6	14
26.275	4.81	93	3	6	15
28.87	4.725	276	3	6	16
26.145	5.24	138	3	6	17
16.45	9.895	155	3	6	18
14.58	13.275	194	3	6	19
10.22	5.77	392	3	6	20
6.005	15.705	298	3	6	21
6.705	18.25	135	3	6	22
18.29	14.74	203	3	6	23
22.15	13.485	165	3	6	24
10.725	19.295	180	3	6	25
12.195	21.995	159	3	6	26
27.045	17.43	160	3	6	27
30.005	18.84	188	3	6	28
27.175	12.26	194	3	6	29
20.3	9.34	248	3	6	30
10.515	8.885	177	3	6	31
7.62	4.96	174	3	6	32
14.25	4.435	342	3	6	33
6.155	3.81	188	3	6	34
3.27	5.85	522	3	6	35
21.115	5.38	885	3	6	36
17.585	10.6	250	3	6	37
16.765	12.015	352	3	6	38
18.005	14.68	44	3	6	39
11.49	14.895	227	4	37	1
