xpos	ypos	fdur	subj	trial	fixation
24.15	11.12	119	1	11	1
18.695	13.525	187	1	11	2
15.135	16.125	286	1	11	3
15.51	18.625	291	1	11	4
14.345	15.155	332	1	11	5
13.095	11.195	385	1	11	6
12.655	8.485	315	1	11	7
25.995	7.065	280	1	11	8
26.445	10.995	286	1	11	9
24.915	5.29	192	1	11	10
28.315	17.91	185	1	11	11
27.435	20.32	230	1	11	12
14.56	19.44	244	1	11	13
7.96	13.985	209	1	11	14
4.43	4.77	404	1	11	15
5.25	6.75	202	1	11	16
6	15.31	276	1	11	17
6.595	17.925	265	1	11	18
22.215	17.035	310	1	11	19
23.15	19.99	286	1	11	20
29.795	11.685	545	1	11	21
18.295	13.655	258	1	11	22
12.975	13.65	321	1	11	23
4.695	14.295	229	1	11	24
5.16	18.71	225	1	11	25
13.75	22.26	304	1	11	26
28.53	18.985	401	1	11	27
23.66	19.75	381	1	11	28
27	16.84	222	1	11	29
30.3	10.04	548	1	11	30
29.82	11.91	149	1	11	31
13.855	10.82	38	1	11	32
16.735	14.07	229	2	5	1
12.355	12.575	834	2	5	2
10.7	14.05	320	2	5	3
14.975	15.15	396	2	5	4
20.71	14.375	515	2	5	5
17.22	13.89	326	2	5	6
13.425	13.54	220	2	5	7
7.54	12.4	499	2	5	8
12.11	12.96	477	2	5	9
16.21	9.5	219	2	5	10
25.42	6.4	322	2	5	11
24.86	5.465	263	2	5	12
21.865	6.865	347	2	5	13
19.345	7.385	172	2	5	14
8.755	4.995	469	2	5	15
5.635	5.95	218	2	5	16
6.775	12.775	173	2	5	17
8.71	16.61	256	2	5	18
16.135	17.73	196	2	5	19
22.405	17.865	285	2	5	20
27.72	16.82	1059	2	5	21
23.86	13.695	172	2	5	22
18.625	12.13	364	2	5	23
16.22	10.63	606	2	5	24
13.795	12.835	373	2	5	25
16.73	9.125	189	3	17	1
13.465	10.895	187	3	17	2
12.455	13.195	147	3	17	3
22.815	10.215	113	3	17	4
