xpos	ypos	fdur	subj	trial	fixation
12.345	16.285	224	1	33	1
16.64	16.185	289	1	33	2
18.865	13.78	633	1	33	3
11.545	10.42	307	1	33	4
12.3	9.615	630	1	33	5
11.63	15.915	254	1	33	6
13.23	17.46	402	1	33	7
15.505	18.11	223	1	33	8
22.71	19.435	770	1	33	9
23.55	19.74	231	1	33	10
19.88	19.18	388	1	33	11
29.83	21.21	485	1	33	12
6.795	21.735	320	1	33	13
5.835	20.335	252	1	33	14
7.975	10.33	284	1	33	15
8.875	11.075	209	1	33	16
7.07	3.33	167	1	33	17
8.18	2.455	375	1	33	18
7.925	1.74	463	1	33	19
8.83	4.485	212	1	33	20
8.505	2.2	620	1	33	21
7.51	4.17	213	1	33	22
4.15	5.87	863	1	33	23
2.51	11.995	570	1	33	24
7.755	8.89	205	2	31	1
10.925	11.7	234	2	31	2
13.485	15.565	4093	2	31	3
15.29	15.98	162	2	31	4
19.63	12.73	326	2	31	5
13.22	9.435	2296	2	31	6
18.05	10.545	467	2	31	7
12.355	8.855	1298	2	31	8
18.945	10.82	155	2	31	9
19.25	11.79	210	2	31	10
19.665	18.47	272	2	31	11
17.59	11.705	157	3	46	1
11.655	10.54	164	3	46	2
11.705	8.66	194	3	46	3
16.08	7.715	142	3	46	4
19.61	10.57	172	3	46	5
19.515	12.025	121	3	46	6
22.675	5.62	213	3	46	7
10.265	2.525	211	3	46	8
7.955	2.13	147	3	46	9
11.695	6.88	207	3	46	10
9.395	7.165	98	3	46	11
4.02	4.37	326	3	46	12
5.905	2.44	187	3	46	13
5.765	12.315	145	3	46	14
5.34	19.01	216	3	46	15
16.925	18.82	213	3	46	16
20.695	16.195	202	3	46	17
19.96	12.355	135	3	46	18
28.62	16.93	174	3	46	19
29.35	17.75	172	3	46	20
26.31	16.435	153	3	46	21
18.655	11.895	205	3	46	22
11.105	13.805	469	3	46	23
11.805	14.71	259	3	46	24
7.71	13.91	285	3	46	25
6.49	13.665	213	3	46	26
4.31	5.48	159	3	46	27
10.715	4.95	189	3	46	28
11.875	8.765	160	3	46	29
7.38	17.94	209	3	46	30
6.545	17.905	101	3	46	31
18.235	17.57	138	3	46	32
22.295	8.355	115	3	46	33
23.755	2.06	228	3	46	34
27.24	3.35	162	3	46	35
18.93	7.6	160	3	46	36
13.735	11.185	153	3	46	37
11.645	17.575	279	3	46	38
