xpos	ypos	fdur	subj	trial	fixation
6.745	15.5	184	1	1	1
11.975	15.585	461	1	1	2
16.76	13.605	233	1	1	3
25.5	12.52	246	1	1	4
27.44	12.155	224	1	1	5
26.955	22.72	262	1	1	6
16.715	21.61	434	1	1	7
14.095	13.8	299	1	1	8
6.425	15.175	196	1	1	9
4.355	16.395	445	1	1	10
5.67	18.445	322	1	1	11
9.735	13.085	291	1	1	12
10.495	7.565	415	1	1	13
19.64	7.465	453	1	1	14
19.81	9.805	334	1	1	15
27.865	11.54	497	1	1	16
26.465	19.65	218	1	1	17
25.255	22.66	515	1	1	18
27.985	21.98	353	1	1	19
29.435	23.865	288	1	1	20
31.345	20.995	190	1	1	21
30.18	5.365	639	1	1	23
29.585	7.705	469	1	1	24
17.795	4.175	339	1	1	25
19.28	3.145	146	1	1	26
5.59	3.535	319	1	1	27
2.475	3.045	128	1	1	28
25.755	12.47	149	2	38	1
18.555	14.915	203	2	38	2
14.72	17.68	383	2	38	3
9.69	17.725	471	2	38	4
18	14.59	1695	2	38	5
14.97	17.555	516	2	38	6
11.855	16.945	265	2	38	7
16.145	15.745	453	2	38	8
12.66	15.045	322	2	38	9
18.295	15.125	303	2	38	10
24.37	16.705	274	2	38	11
28.79	18.78	667	2	38	12
24.885	18.585	201	2	38	13
18.805	20.11	140	2	38	14
12.97	19.775	261	2	38	15
9.43	19.83	453	2	38	16
16.05	14.15	211	2	38	17
17.66	13.03	983	2	38	18
24.805	11.755	277	2	38	19
18.73	12.67	213	2	38	20
17.82	13.48	895	2	38	21
13.435	15.115	21	3	15	1
15.85	12.74	261	3	15	2
13.995	10.09	181	3	15	3
7.475	5.665	135	3	15	4
3.08	1.155	190	3	15	5
12.815	5.94	131	3	15	6
15.36	12.045	205	3	15	7
17.855	12.935	570	3	15	8
16.725	13.995	146	3	15	9
12.185	16.21	207	3	15	10
9.185	15.22	137	3	15	11
24.915	12.85	175	3	15	12
26.355	9.475	128	3	15	13
15.065	7.69	187	3	15	14
8.8	7.805	229	3	15	15
7.81	7.565	119	3	15	16
8.38	17.47	181	3	15	17
4.17	18.725	328	3	15	18
12.025	20.32	195	3	15	19
18.99	20.51	135	3	15	20
26.095	19.625	191	3	15	21
27.405	12.515	302	3	15	22
26.795	9.675	258	3	15	23
27.285	11.375	641	3	15	24
17.965	11.75	131	3	15	25
10.705	13.38	327	3	15	26
11.985	15.945	249	3	15	27
6.61	16.11	191	3	15	28
5.07	9.14	259	3	15	29
2.25	9.37	155	3	15	30
5.815	16.95	183	3	15	31
11.475	16.99	301	3	15	32
14.305	15.395	78	3	15	33
17.205	2.85	312	3	15	34
18.95	2.475	151	3	15	35
10.12	5.325	126	3	15	36
12.125	15.39	216	3	15	37
14.07	18.045	250	3	15	38
14.41	20.54	142	3	15	39
22.165	20.27	166	3	15	40
27.995	20.715	204	3	15	41
